FIN_REFERENCE,SAMMAAN,V_SCORE,CREATED_DATE,LOGIN_DATE,LOAN_REQ_AMT,ROI,LOAN_SANC_DT,SANC_AMT,TENURE,GRUH
HLSA00014FA4,0,-1.00000,2023-01-25,2023-01-26T02:08:35Z,2200000,10.5,2023-02-01T00:00:00Z,1006000,240,0
HLSA00047F5A,0,4.40000,2023-05-16,2023-05-16T19:47:41Z,300000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00006015,0,-1.00000,2022-12-02,2022-12-05T18:50:41Z,1600000,11,2022-12-22T00:00:00Z,1500000,240,0
HLSA00004034,0,4.20000,2022-10-07,2022-11-04T21:46:58Z,1100000,12,2050-01-01T00:00:00Z,0,0,0
M0219609,0,16.00000,2022-09-22,2022-09-23T03:28:54Z,6000000,9,2050-01-01T00:00:00Z,0,0,0
M0215884,0,4.10000,2022-09-17,2022-09-17T15:29:13Z,3500000,10,2050-01-01T00:00:00Z,0,0,0
M0213742,1,18.00000,2022-09-14,2022-09-14T20:09:55Z,2163964,10.5,2022-09-17T00:00:00Z,2171045,175,0
M0204391,1,2.00000,2022-09-02,2022-09-02T12:51:46Z,2200000,10,2022-09-05T00:00:00Z,1724441,211,0
M0221788,1,14.00000,2022-09-22,2022-09-23T01:30:13Z,5400000,9.5,2022-09-24T00:00:00Z,5422887,179,0
HLSA0003BDDF,0,4.20000,2023-03-24,2023-03-28T12:09:20Z,1500000,13,2023-03-30T00:00:00Z,500000,240,0
HLSA0003CAE5,0,4.10000,2023-03-28,2023-03-28T15:39:09Z,3000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003C5DF,0,4.30000,2023-03-25,2023-03-27T12:58:37Z,3500000,10,2023-03-30T00:00:00Z,2950000,300,0
HLSA0003D170,0,5.00000,2023-03-28,2023-03-28T18:19:01Z,2000000,11,2023-03-30T00:00:00Z,1500000,286,0
M0233234,0,16.00000,2022-10-11,2022-10-14T09:38:55Z,300000,10.5,2022-10-15T00:00:00Z,385000,95,0
M0229937,0,1.00000,2022-10-06,2022-10-30T17:11:17Z,1600000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00007A6C,0,3.00000,2022-12-06,2022-12-07T14:11:08Z,2100000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00029607,0,4.50000,2023-02-09,2023-02-10T01:24:37Z,5000000,10.5,2023-02-25T00:00:00Z,4300000,240,0
M0252812TU,1,-1.00000,2022-11-15,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,180,0
M0209519,1,13.00000,2022-09-09,2022-09-10T00:59:20Z,1500000,10,2022-09-10T00:00:00Z,1502574,180,0
HLSA0003AFD4TU,1,-1.00000,2023-03-25,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,170,0
HLSA00027871TU,1,-1.00000,2023-02-13,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,180,0
HLSA0002BB34,0,9.00000,2023-02-16,2023-02-17T13:23:58Z,6000000,10,2023-02-24T00:00:00Z,6000000,240,0
HLSA0002FA6D,1,7.00000,2023-02-22,2023-02-22T10:39:44Z,1200000,10,2023-02-22T00:00:00Z,838016,96,0
HLSA0002CA3C,0,4.20000,2023-02-16,2023-02-22T17:02:15Z,700000,13,2050-01-01T00:00:00Z,0,0,0
HLSA0002F6F9,0,4.20000,2023-02-21,2023-02-22T15:22:03Z,1000000,12,2050-01-01T00:00:00Z,0,0,0
M0191092,0,5.00000,2022-08-10,2022-08-11T12:40:30Z,2200000,11.5,2022-08-17T00:00:00Z,1020000,240,0
HLSA00006C55,0,6.00000,2022-11-22,2022-11-29T15:20:06Z,2000000,13,2022-12-02T00:00:00Z,1020000,89,0
M0276563,1,11.00000,2022-12-14,2022-12-14T18:52:12Z,2000000,10,2022-12-15T00:00:00Z,1785934,124,0
HLSA0000A7D7,0,4.10000,2023-01-03,2023-01-11T15:10:04Z,1360000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003FEE3,0,10.00000,2023-04-12,2023-04-15T11:31:21Z,1100000,11.5,2023-04-29T00:00:00Z,1290000,240,0
HLSA0001216C,1,13.00000,2023-01-23,2023-01-23T23:41:40Z,1200000,10.5,2023-01-25T00:00:00Z,1282300,240,0
HLSA000431AA,0,4.50000,2023-04-24,2023-04-26T00:22:08Z,1000000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0003FF8B,0,-1.00000,2023-04-15,2023-04-15T15:40:13Z,2200000,11,2023-04-18T00:00:00Z,1790000,240,1
HLSA0000F388,0,13.00000,2023-01-21,2023-01-22T00:21:07Z,4500000,10.5,2023-01-24T00:00:00Z,4500000,243,0
HLSA00004619,0,2.00000,2022-10-13,2022-10-14T16:46:16Z,1000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000194B,0,4.10000,2022-08-30,2022-10-11T21:57:40Z,1300000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00033DC4TU,0,-1.00000,2023-03-27,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,300,0
HLSA0003AC49,1,4.30000,2023-03-24,2023-03-24T23:39:40Z,1180000,10,2023-03-25T00:00:00Z,1167925,110,0
HLSA0003D298,1,9.00000,2023-03-28,2023-03-28T22:58:13Z,2100000,9.75,2023-03-29T00:00:00Z,2054745,240,0
HLSA00039236,0,4.50000,2023-03-17,2023-03-18T01:27:24Z,1010000,12.25,2023-03-23T00:00:00Z,1010000,240,0
HLSA0000631E,0,13.00000,2022-11-14,2022-11-15T01:15:17Z,3000000,10.75,2022-11-15T00:00:00Z,3000000,297,0
M0232373,0,20.00000,2022-10-11,2022-10-14T22:37:03Z,2000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0207778TU,1,-1.00000,2022-10-21,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,132,0
HLSA00009367,0,2.00000,2022-12-22,2022-12-25T00:40:46Z,2000000,11,2050-01-01T00:00:00Z,0,0,0
M0253463,0,8.00000,2022-11-10,2022-11-15T10:48:54Z,4000000,11,2022-11-23T00:00:00Z,2539000,192,0
M0305451TU,1,-1.00000,2023-02-23,2050-01-01T00:00:00Z,0,10.25,2050-01-01T00:00:00Z,0,228,0
HLSA0002A2DBTU,1,-1.00000,2023-02-15,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,84,0
HLSA0002B872,0,4.50000,2023-02-15,2023-02-15T20:11:34Z,1700000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA0002C16D,0,3.00000,2023-02-15,2023-02-15T20:39:38Z,2100000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0002AC77TU,1,-1.00000,2023-02-15,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,198,0
HLSA00008454TU,1,-1.00000,2022-12-23,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,180,0
PCHL0000024F,0,-1.00000,2023-01-15,2050-01-01T00:00:00Z,0,-1,2050-01-01T00:00:00Z,0,0,0
M0241515,1,13.00000,2022-10-19,2022-10-19T18:23:55Z,960000,9.5,2022-10-20T00:00:00Z,965731,201,0
HLSA0001CBF0,0,2.00000,2023-01-31,2023-02-04T00:13:24Z,1600000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00038B9A,1,13.00000,2023-03-16,2023-03-16T13:24:21Z,800000,9.75,2023-03-16T00:00:00Z,654325,73,0
HLSA00007FB5,0,4.20000,2022-12-09,2022-12-12T14:39:21Z,13000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0184816TU,1,-1.00000,2022-08-29,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,180,0
HLSA00038885,0,4.30000,2023-04-15,2023-04-20T15:42:50Z,500000,13,2023-04-30T00:00:00Z,550000,108,0
HLSA00005211TU,1,-1.00000,2022-10-31,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,180,0
M0243626,1,7.00000,2022-10-21,2022-10-28T16:08:44Z,836477,9.5,2022-10-29T00:00:00Z,830829,179,0
HLSA00046613,0,-1.00000,2023-05-08,2023-05-09T00:25:54Z,2500000,9.75,2023-05-10T00:00:00Z,2200000,192,0
M0228632,0,8.00000,2022-10-06,2022-11-07T17:01:36Z,4000000,11,2022-11-30T00:00:00Z,3630000,165,0
M0239599TU,1,-1.00000,2022-10-27,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,240,0
M0220947,1,8.00000,2022-09-22,2022-09-22T17:31:33Z,1220000,9,2022-09-24T00:00:00Z,1227413,180,0
M0268701,1,12.00000,2022-12-05,2022-12-05T16:22:50Z,450000,10,2022-12-07T00:00:00Z,422378,30,0
M0201407,0,-1.00000,2022-08-25,2022-08-26T03:56:09Z,13000000,10.5,2022-09-07T00:00:00Z,10000000,240,0
HLSA00006FF7,0,6.00000,2022-11-25,2022-11-25T18:32:47Z,1350000,11,2022-11-26T00:00:00Z,1350000,300,0
M0209477,1,13.00000,2022-09-13,2022-09-14T12:11:30Z,1890188,10,2022-09-15T00:00:00Z,1901044,208,0
HLSA00009150,0,4.30000,2022-12-20,2022-12-20T20:58:29Z,1700000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00007726,0,-1.00000,2022-12-06,2022-12-12T18:24:26Z,1000000,11,2022-12-13T00:00:00Z,540000,300,0
HLSA0000818A,0,4.20000,2022-12-12,2022-12-21T15:29:04Z,1000000,12.3,2022-12-26T00:00:00Z,800000,180,0
HLSA0000C22A,1,6.00000,2023-01-16,2023-01-16T17:16:13Z,1500000,10,2023-01-17T00:00:00Z,1152692,180,0
HLSA0000C615,0,9.00000,2023-01-18,2023-01-21T19:45:20Z,2000000,10,2023-01-28T00:00:00Z,1500000,67,0
M0244224,1,9.00000,2022-10-26,2022-10-26T16:32:36Z,4200000,9,2022-10-27T00:00:00Z,3824371,123,0
M0237751TU,1,-1.00000,2022-10-19,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,168,0
HLSA000442C5,0,1.00000,2023-04-26,2023-05-03T11:11:13Z,1700000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003831D,0,4.40000,2023-03-16,2023-03-18T19:28:20Z,2600000,10.5,2023-03-27T00:00:00Z,2000000,200,0
M0248972,0,1.00000,2022-11-03,2022-11-07T18:07:29Z,3000000,12.75,2050-01-01T00:00:00Z,0,0,0
HLSA000350E2,0,7.00000,2023-03-06,2023-03-09T17:36:10Z,2500000,9.75,2023-03-30T00:00:00Z,2000000,240,0
HLSA0003832B,1,4.40000,2023-03-15,2023-03-15T02:21:01Z,1500000,10,2023-03-15T00:00:00Z,1484543,84,0
HLSA00035C02,0,7.00000,2023-03-09,2023-03-09T17:42:27Z,900000,11,2023-03-13T00:00:00Z,1050000,240,0
HLSA0003AC9C,1,14.00000,2023-03-21,2023-03-22T02:53:08Z,1100000,10,2023-03-23T00:00:00Z,1018547,160,0
HLSA0003B498,0,1.00000,2023-03-24,2023-03-24T15:05:07Z,4000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003AD61,0,4.10000,2023-03-23,2023-03-23T23:36:39Z,1500000,12.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003BA84,0,1.00000,2023-03-24,2023-03-25T00:30:46Z,1700000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003B8BETU,1,-1.00000,2023-03-25,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,104,0
HLSA000096ED,0,4.30000,2022-12-23,2022-12-28T17:35:29Z,1400000,11,2022-12-29T00:00:00Z,921000,300,0
M0212080TU,1,-1.00000,2022-09-19,2050-01-01T00:00:00Z,0,10.45,2050-01-01T00:00:00Z,0,96,0
M0207849,0,-1.00000,2022-09-07,2022-09-10T11:39:03Z,900000,11,2022-09-14T00:00:00Z,900000,240,1
M0188561,0,3.00000,2022-08-08,2022-08-09T11:40:29Z,1200000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00038353,0,11.00000,2023-03-15,2023-03-15T16:33:09Z,3000000,10,2023-03-18T00:00:00Z,2400000,216,0
HLSA0003EEDF,0,3.00000,2023-04-05,2023-04-11T22:01:14Z,1300000,11,2050-01-01T00:00:00Z,0,0,0
M0185840TU,1,-1.00000,2022-08-18,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,216,0
HLSA0000D2B3,0,3.00000,2023-01-20,2023-01-21T02:25:53Z,1500000,12,2050-01-01T00:00:00Z,0,0,1
HLSA0001C4F5TU,1,-1.00000,2023-02-09,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,120,0
HLSA0002C99B,0,5.00000,2023-02-16,2023-02-17T12:00:17Z,3500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0002DA4E,0,3.00000,2023-02-20,2023-02-20T22:35:24Z,2500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00036FC0TU,0,-1.00000,2023-04-24,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,120,0
HLSA00000BEC,0,9.00000,2022-09-10,2022-09-13T13:46:52Z,1000000,12.5,2022-09-15T00:00:00Z,820000,296,0
HLSA00006A0E,0,4.10000,2022-11-21,2022-11-22T12:30:58Z,3200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00005B74,0,7.00000,2022-11-09,2022-11-12T15:34:34Z,2500000,10.5,2022-11-15T00:00:00Z,2500000,279,0
HLSA00002B38,0,-1.00000,2022-09-16,2022-09-16T20:24:42Z,700000,12,2050-01-01T00:00:00Z,0,0,0
HLSA000028CE,0,-1.00000,2022-09-10,2022-09-13T10:57:08Z,1800000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0004057A,0,5.00000,2023-04-13,2023-04-14T01:40:49Z,7000000,10.5,2023-04-18T00:00:00Z,3800000,240,0
HLSA00034FC7,0,4.50000,2023-03-06,2023-03-09T17:25:44Z,1150000,11.25,2023-03-11T00:00:00Z,600000,170,0
HLSA00044536,1,12.00000,2023-04-27,2023-04-27T13:49:16Z,1750000,9.75,2023-04-27T00:00:00Z,1742205,230,0
HLSA00041292,0,13.00000,2023-04-18,2023-04-18T23:14:59Z,1000000,11.25,2023-04-21T00:00:00Z,945000,192,0
HLSA000070FA,0,4.10000,2022-12-01,2022-12-02T06:03:54Z,2000000,10.5,2022-12-06T00:00:00Z,1835000,300,1
M0241407TU,1,-1.00000,2022-10-28,2050-01-01T00:00:00Z,0,8.15,2050-01-01T00:00:00Z,0,216,0
HLSA00018B5B,1,20.00000,2023-01-28,2023-01-28T14:57:05Z,900000,9.75,2023-01-28T00:00:00Z,359063,79,0
HLSA00031EB7,1,17.00000,2023-02-27,2023-02-27T16:01:55Z,1800000,10.5,2023-02-27T00:00:00Z,1443610,163,0
HLSA000451B0,0,5.00000,2023-05-02,2023-05-04T15:01:25Z,2500000,11,2023-05-09T00:00:00Z,1650000,240,0
M0196066TU,1,-1.00000,2022-08-20,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,60,0
HLSA0002FE75TU,1,-1.00000,2023-02-24,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,180,0
HLSA00003037,0,1.00000,2022-09-19,2022-09-19T14:00:07Z,2600000,11,2050-01-01T00:00:00Z,0,0,0
M0258185TU,1,-1.00000,2022-11-22,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,180,0
HLSA0001CD8E,1,18.00000,2023-02-01,2023-02-01T16:29:14Z,1100000,9.75,2023-02-03T00:00:00Z,799392,186,0
HLSA0002F625,0,2.00000,2023-02-21,2023-02-21T19:01:10Z,1500000,12,2050-01-01T00:00:00Z,0,0,0
HLSA000469F8,1,12.00000,2023-05-09,2023-05-09T15:54:42Z,370000,10,2023-05-10T00:00:00Z,321658,144,0
HLSA0004097A,0,13.00000,2023-04-12,2023-04-20T22:16:30Z,2400000,11.25,2023-04-24T00:00:00Z,2295000,300,0
HLSA000475E9,1,11.00000,2023-05-12,2023-05-12T16:35:56Z,800000,9.75,2023-05-13T00:00:00Z,818422,100,0
M0202909,0,-1.00000,2022-08-29,2022-08-29T13:31:18Z,2000000,10.5,2022-08-31T00:00:00Z,1450000,240,0
M0224057,1,13.00000,2022-09-26,2022-09-27T19:45:11Z,800000,9,2022-09-28T00:00:00Z,768974,164,0
HLSA00033FD8,0,4.40000,2023-03-03,2023-03-04T12:12:21Z,2000000,11.25,2023-03-09T00:00:00Z,1320000,240,0
M0285991,0,5.00000,2022-12-31,2023-01-02T17:59:14Z,2100000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002BBF5,0,10.00000,2023-02-15,2023-02-15T16:23:20Z,3500000,10,2023-02-20T00:00:00Z,2338524,240,0
M0219373TU,1,-1.00000,2022-10-17,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,180,0
M0236792TU,1,-1.00000,2022-10-19,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,192,0
M0235412TU,1,-1.00000,2022-10-18,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,168,0
HLSA00002B55,0,5.00000,2022-09-12,2022-09-14T21:55:27Z,7000000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0002CA77,0,5.00000,2023-02-16,2023-02-17T02:35:14Z,2500000,10.5,2023-02-20T00:00:00Z,2570000,277,1
HLSA00001683,0,2.00000,2022-08-23,2022-08-26T17:40:12Z,1200000,11.5,2022-09-24T00:00:00Z,1172741,240,0
M0184876,1,5.00000,2022-08-11,2022-08-11T15:05:26Z,1538272,9,2022-08-18T00:00:00Z,1084872,65,0
M0211295,0,-1.00000,2022-09-10,2022-09-12T23:27:49Z,1500000,10.5,2022-09-15T00:00:00Z,1200000,150,0
M0274810,0,1.00000,2022-12-13,2022-12-15T12:30:05Z,1800000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00007113TU,1,-1.00000,2022-11-29,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,75,0
M0263399TU,1,-1.00000,2022-11-30,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,192,0
M0253663TU,1,-1.00000,2022-11-25,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,148,0
M0203806,0,6.00000,2022-08-30,2022-09-01T12:27:20Z,1300000,13,2022-09-05T00:00:00Z,965000,192,0
HLSA00044BBB,1,16.00000,2023-05-01,2023-05-02T11:37:00Z,1180468,9.75,2023-05-03T00:00:00Z,1181847,134,0
M0214486,0,7.00000,2022-09-15,2022-09-17T15:25:12Z,2000000,11,2022-09-20T00:00:00Z,1945000,300,0
M0228293,1,-1.00000,2022-10-03,2022-10-03T19:21:40Z,2300000,9,2022-10-06T00:00:00Z,1792675,211,0
HLSA0004084F,0,4.10000,2023-04-12,2023-04-12T19:21:58Z,2800000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003D22D,0,4.30000,2023-03-29,2023-03-29T15:55:01Z,11000000,9.99,2050-01-01T00:00:00Z,0,0,0
HLSA0002A2B4TU,1,-1.00000,2023-03-30,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,240,0
HLSA00034C53,0,11.00000,2023-03-08,2023-03-11T03:56:00Z,500000,11,2023-03-16T00:00:00Z,500000,240,0
HLSA0002E304,0,14.00000,2023-02-19,2023-03-04T19:40:21Z,3000000,10.5,2023-03-08T00:00:00Z,2857000,196,0
HLSA0000289C,0,4.20000,2022-09-10,2022-09-16T12:41:15Z,1600000,10.5,2022-09-29T00:00:00Z,750000,208,0
M0179684,0,10.00000,2022-08-08,2022-08-16T09:39:26Z,2000000,9,2050-01-01T00:00:00Z,0,0,0
M0200631,0,4.30000,2022-08-24,2022-08-30T17:16:30Z,1200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00033B8A,0,1.00000,2023-03-02,2023-03-03T06:14:16Z,2800000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0004ABE5,0,-1.00000,2023-05-26,2023-05-26T23:11:19Z,2000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00005ADC,0,-1.00000,2022-11-07,2022-11-07T18:37:06Z,1000000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00004B25TU,1,-1.00000,2022-11-04,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,168,0
M0250734TU,1,-1.00000,2022-11-22,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,204,0
HLSA00043E46,0,4.10000,2023-04-25,2023-04-26T18:41:36Z,3450000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00043B84,1,16.00000,2023-04-24,2023-04-25T18:48:55Z,555122,10,2023-04-26T00:00:00Z,382676,91,0
HLSA000441D3,0,4.40000,2023-04-26,2023-04-26T22:10:57Z,4000000,10,2023-04-28T00:00:00Z,2515000,250,0
HLSA00043281,0,19.00000,2023-04-21,2023-04-24T13:14:16Z,1700000,11.5,2023-04-28T00:00:00Z,1700000,240,0
HLSA0000CC37,0,2.00000,2023-01-19,2023-01-20T01:06:55Z,1000000,10,2050-01-01T00:00:00Z,0,0,0
M0215799TU,1,-1.00000,2022-09-19,2050-01-01T00:00:00Z,0,8.99,2050-01-01T00:00:00Z,0,168,0
M0241891,1,4.50000,2022-10-20,2022-10-20T16:54:00Z,1000000,9.5,2022-10-21T00:00:00Z,993693,120,0
HLSA000099A4,0,-1.00000,2022-12-23,2022-12-24T04:06:32Z,2200000,10.5,2022-12-27T00:00:00Z,1780468,240,1
HLSA0000A699,0,3.00000,2023-01-04,2023-01-11T18:44:37Z,3000000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA0000A43C,1,13.00000,2023-01-02,2023-01-02T15:32:27Z,2100000,10.5,2023-01-10T00:00:00Z,1643223,170,0
HLSA0000D9E1,1,13.00000,2023-01-20,2023-01-20T15:29:00Z,1300000,10,2023-01-21T00:00:00Z,1295801,96,0
HLSA0000F336TU,1,-1.00000,2023-01-27,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,132,0
HLSA00017D6A,0,1.00000,2023-01-31,2023-02-07T16:36:07Z,2200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002ED4B,0,1.00000,2023-02-22,2023-03-10T12:43:34Z,1800000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00035709,0,1.00000,2023-03-07,2023-03-10T16:19:49Z,2000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00034848,0,-1.00000,2023-03-04,2023-03-08T22:27:14Z,2400000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00039948,1,17.00000,2023-03-18,2023-03-18T12:20:06Z,1300000,10,2023-03-18T00:00:00Z,1212573,171,0
M0213626,0,-1.00000,2022-09-15,2022-09-16T16:04:04Z,900000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002E139TU,1,-1.00000,2023-02-22,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,60,0
HLSA000040C6,0,1.00000,2022-10-08,2022-10-11T23:18:10Z,2000000,11.5,2050-01-01T00:00:00Z,0,0,0
HLSA00008D09,0,12.00000,2022-12-17,2022-12-31T15:00:56Z,1000000,9.75,2050-01-01T00:00:00Z,0,0,0
M0181348,0,5.00000,2022-08-03,2022-08-19T11:10:09Z,1000000,10.25,2022-08-25T00:00:00Z,615000,300,0
HLSA00037AC1TU,1,-1.00000,2023-03-18,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,120,0
HLSA0000BA5D,0,1.00000,2023-01-12,2023-01-16T12:22:46Z,2000000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA0002B91C,0,1.00000,2023-02-18,2023-02-21T22:25:49Z,2800000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00043B1F,0,1.00000,2023-04-26,2023-05-02T08:51:48Z,4000000,10,2050-01-01T00:00:00Z,0,0,0
M0189949TU,1,-1.00000,2022-08-27,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,240,0
HLSA00040AE7TU,1,-1.00000,2023-04-19,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA00005A42,0,4.50000,2022-11-11,2022-11-15T14:08:50Z,700000,12,2022-11-17T00:00:00Z,700000,120,0
HLSA00033271,0,10.00000,2023-03-01,2023-03-04T11:26:19Z,8500000,10.5,2023-03-07T00:00:00Z,7500000,216,0
M0183524,0,7.00000,2022-08-04,2022-08-09T01:48:56Z,1700000,11.5,2022-08-13T00:00:00Z,1100000,240,1
HLSA00006A12,0,4.20000,2022-11-21,2022-11-22T00:50:37Z,1000000,12,2022-11-24T00:00:00Z,530000,120,0
HLSA00004585,0,4.20000,2022-10-13,2022-10-15T17:24:40Z,2500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002A2B2,0,8.00000,2023-02-11,2023-02-11T15:14:34Z,4515000,9.75,2023-02-20T00:00:00Z,4502255,240,0
HLSA00030554,0,-1.00000,2023-02-23,2023-02-24T09:41:25Z,1200000,13,2050-01-01T00:00:00Z,0,0,0
M0249669TU,1,-1.00000,2022-11-30,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,204,0
M0278477,1,8.00000,2022-12-17,2022-12-21T10:23:28Z,802935,9.5,2022-12-21T00:00:00Z,50000,12,0
M0265261TU,1,-1.00000,2022-12-12,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,120,0
HLSA0001C44D,0,-1.00000,2023-01-30,2023-01-30T18:29:32Z,1800000,10,2023-02-04T00:00:00Z,1800000,240,0
HLSA000442DETU,1,-1.00000,2023-04-28,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA00017906,0,6.00000,2023-01-31,2023-02-09T14:24:17Z,700000,12,2023-02-13T00:00:00Z,700000,84,0
M0235048TU,1,-1.00000,2022-10-21,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,216,0
HLSA00033020,0,4.40000,2023-03-01,2023-03-01T18:37:19Z,700000,10.5,2023-03-04T00:00:00Z,550000,240,0
M0216529,1,10.00000,2022-09-16,2022-09-16T19:24:12Z,10510025,10,2022-09-17T00:00:00Z,475000,84,0
HLSA0003F3C1,0,6.00000,2023-04-11,2023-04-11T18:53:30Z,1100000,11,2023-04-12T00:00:00Z,1000000,299,1
M0264631TU,1,-1.00000,2022-11-26,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,72,0
HLSA00048F4ETU,1,-1.00000,2023-05-27,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA00013568,1,10.00000,2023-01-24,2023-01-24T21:57:16Z,1150000,9.75,2023-01-25T00:00:00Z,1106220,240,0
HLSA00006336,0,-1.00000,2022-11-15,2022-11-22T12:01:52Z,1500000,11.25,2022-11-23T00:00:00Z,1190000,300,0
HLSA000013EC,0,20.00000,2022-08-18,2022-08-18T17:01:51Z,3300000,11,2022-08-23T00:00:00Z,3300000,240,0
M0257051,1,15.00000,2022-11-15,2022-11-15T15:31:51Z,1000000,9,2022-11-16T00:00:00Z,986526,189,0
M0203307TU,1,-1.00000,2022-09-08,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,48,0
M0249968,1,11.00000,2022-11-04,2022-11-05T02:30:42Z,756738,10.5,2022-11-07T00:00:00Z,707550,196,0
HLSA00005309,0,4.10000,2022-10-29,2022-10-30T01:32:34Z,5400000,10.5,2050-01-01T00:00:00Z,0,0,0
M0193502,0,2.00000,2022-08-15,2022-08-16T17:23:54Z,2500000,10.3,2050-01-01T00:00:00Z,0,0,0
